Gene Id	Gene Name	Sample_78648	Sample_78650	Sample_78652	Sample_78654	Sample_78647	Sample_78649	Sample_78651	Sample_78653
Rpn2	Rpn2	2623	2188	2757	3243	889	962	1243	1170
Rpp14	Rpp14	1586	1405	1725	2012	221	177	159	221
Rpp21	Rpp21	689	608	763	854	135	91	84	116
Rpp25	Rpp25	708	626	782	842	138	82	86	132
Rpp30	Rpp30	577	501	626	699	75	64	64	84
Rpp38	Rpp38	342	302	385	414	58	49	62	68
Rpp40	Rpp40	174	156	228	231	179	151	217	260
Rpph1	Rpph1	101	157	421	424	3655	669	2967	1280
Rprd1a	Rprd1a	6683	5409	6890	7389	2087	1440	1882	2086
Rprd1b	Rprd1b	1697	1441	1769	2038	832	561	733	794
Rprd2	Rprd2	1422	1204	1415	1756	1502	1564	2568	2355
Rprl1	Rprl1	0	1	0	1	5	4	8	8
Rprl2	Rprl2	0	0	2	2	93	63	67	215
Rprl3	Rprl3	28	48	53	123	857	561	582	1564
Rprm	Rprm	3010	2168	3028	4398	269	101	207	289
Rprml	Rprml	439	398	534	564	32	21	22	40
Rptn	Rptn	0	0	0	0	0	0	0	0
Rptor	Rptor	1986	1715	1923	2516	1400	1532	2120	1946
Rpusd1	Rpusd1	1879	1532	2089	2193	294	265	321	381
Rpusd2	Rpusd2	264	215	257	306	204	164	252	284
Rpusd3	Rpusd3	234	222	230	337	100	93	116	138
Rpusd4	Rpusd4	451	344	467	530	69	71	71	87
Rqcd1	Rqcd1	1352	1137	1467	1646	391	295	402	325
Rrad	Rrad	437	370	462	508	111	106	140	143
Rraga	Rraga	5871	5179	5730	7038	981	967	1270	1339
Rragb	Rragb	6343	5452	6387	7266	1219	980	1344	1418
Rragc	Rragc	4724	4063	5191	5682	950	753	902	1032
Rragd	Rragd	4304	3541	4851	4971	1122	926	1275	1480
Rras	Rras	292	294	382	375	66	64	39	60
Rras2	Rras2	337	328	364	381	79	81	69	114
Rrbp1	Rrbp1	860	709	886	962	1199	1455	1720	1515
Rreb1	Rreb1	2350	1866	2498	2745	994	1355	1491	1647
Rrh	Rrh	4	1	2	5	2	0	2	1
Rrm1	Rrm1	507	465	409	599	263	334	431	472
Rrm2	Rrm2	25	49	37	55	2	7	2	7
Rrm2b	Rrm2b	2724	2173	2869	3038	566	561	701	765
Rrn3	Rrn3	2114	1912	2216	2592	873	778	1198	1154
Rrnad1	Rrnad1	1376	1182	1398	1551	291	266	386	383
Rrp1	Rrp1	12266	10251	12380	15006	3561	3086	4207	4479
Rrp12	Rrp12	796	727	761	926	618	636	961	821
Rrp15	Rrp15	417	356	430	462	107	110	115	138
Rrp1b	Rrp1b	698	557	787	858	277	236	377	379
Rrp36	Rrp36	790	715	857	920	156	120	140	146
Rrp7a	Rrp7a	5740	4722	6270	7069	1522	1131	1337	1479
Rrp8	Rrp8	565	494	646	713	166	171	195	190
Rrp9	Rrp9	666	554	709	834	160	164	191	182
Rrs1	Rrs1	1385	1152	1461	1720	486	380	560	553
Rs1	Rs1	16	9	26	12	14	13	13	30
Rsad1	Rsad1	713	577	748	829	220	184	238	238
Rsad2	Rsad2	53	24	48	43	7	9	17	9
Rsbn1	Rsbn1	989	773	964	1088	750.001	563	917.002	977
Rsbn1l	Rsbn1l	987	857	1120	1079	514	411	545	587
Rsc1a1	Rsc1a1	526.045	362.718	403.662	521.124	34.9756	0	77.0001	20.315
Rsf1	Rsf1	2329	1987	2583	2703	2535	2202	3676	3747
Rsl1	Rsl1	75	64	66	65	22	26	28	43
Rsl1d1	Rsl1d1	2299	1890	2172	2662	596	561	811	780
Rsl24d1	Rsl24d1	2548	2171	2695	2955	544	424	425	538
Rslcan18	Rslcan18	22.6722	12.7083	19.4738	17.178	19.0001	28	23.7628	23.4529
Rsph1	Rsph1	421	352	539	517	187	168	161	150
Rsph3a	Rsph3a	144	100	134	172	76	72	78	74
Rsph3b	Rsph3b	90	67	110	123	51	51	78	91
Rsph4a	Rsph4a	432	368	424	499	342	289	409	318
Rsph6a	Rsph6a	16	6	14	21	1	0	1	7
Rsph9	Rsph9	563	423	599	608	177	146	203	205
Rspo1	Rspo1	933	680	1082	1100	382	356	412	406
Rspo2	Rspo2	60	48	57	73	27	14	32	40
Rspo3	Rspo3	182	159	191	225	78	70	84	100
Rspo4	Rspo4	22	22	26	21	7	6	10	5
Rspry1	Rspry1	1274	963	1284	1467	332	306	438	469
Rsrc1	Rsrc1	2821	2368	2809	3197	1099	809	953	1075
Rsrc2	Rsrc2	4298	3562	4252	4801	2077	1805	1913	2235
Rsu1	Rsu1	663	630	722	800	142	168	158	192
Rtbdn	Rtbdn	69	69	100	126	38	51	67	47
Rtcd1	Rtcd1	2454	2117	2514	2996	488	433	494	537
Rtdr1	Rtdr1	22.9967	22.996	28.9998	28.9999	5	2.99999	12.9999	8
Rtel1	Rtel1	459	364	460	580	207	252	326	366
Rtf1	Rtf1	3493	2994	3703	4194	1843	1630	1963	2172
Rtkn	Rtkn	1250	1164	1267	1558	462	402	472	591
Rtkn2	Rtkn2	118	96	110	141	66	67	85	76
Rtl1	Rtl1	455	350	492	609	546.641	479.932	725.032	799.027
Rtn1	Rtn1	25110	20076	25873	32023	4427	3967	5549	5141
Rtn2	Rtn2	2539	1986	2971	3311	626	452	592	737
Rtn3	Rtn3	28923	23423	28935	35948	4106	3382.99	5127	5075.99
Rtn4	Rtn4	12364	10510	12263	14922	5814	4272	6771	6687
Rtn4ip1	Rtn4ip1	649	495	610	862	183	150	192	223
Rtn4r	Rtn4r	169	140	186	328	44	61	59	72
Rtn4rl1	Rtn4rl1	409	306	430	669	272	209	312	311
Rtn4rl2	Rtn4rl2	13	8	23	30	2	0	10	5
Rtp1	Rtp1	66	50	61	62	9	8	7	8
Rtp2	Rtp2	32	29	34	36	6	2	2	2
Rtp3	Rtp3	19	20	24	20	15	34	23	25
Rtp4	Rtp4	88	82	95	75	8	27	24	21
Rttn	Rttn	208	164	226	235	96	107	155	203
Rubie	Rubie	0	0	0	1	0	0	0	0
Rufy1	Rufy1	1174	1014	1164	1384	746	773	1004	1031
Rufy2	Rufy2	2211	1715	2332	2646	906	939	1211	1339
Rufy3	Rufy3	10932	9291	11113	12697	4413	3916	5712	5873
Rufy4	Rufy4	25	13	17	23	3	8	6	1
Rundc1	Rundc1	1802	1387	1902	2239	378	355	402	460
Rundc3a	Rundc3a	9172	7542	10110	11548	3147	2603	3476	3610
Rundc3b	Rundc3b	2439	2068	2484	2833	585	521	719	691
Runx1	Runx1	60	42	34	51	22	13	23	12
Runx1t1	Runx1t1	595	525	633	715	803	597	876	935
Runx2	Runx2	97.9994	77	89	102	65.9991	78.9998	79	96
Runx3	Runx3	4	10	8	10	7	13	22	19
Rusc1	Rusc1	3916	3309	3937	5137	1443	1536	2056	2263
Rusc2	Rusc2	3117	2819	3013	3959	1694	1830	2597	2883
Ruvbl1	Ruvbl1	1388	1257	1457	1730	563	513	669	768
Ruvbl2	Ruvbl2	1180	988	1105	1315	203	226	304	353
Rwdd1	Rwdd1	2037	1654	2173	2348	965	618	824	1005
Rwdd2a	Rwdd2a	2635	2148	2712	2977	716	715	918	744
Rwdd2b	Rwdd2b	349	359	338	417	102	79	151	152
Rwdd3	Rwdd3	428	325	449	518	137	96	117	147
Rwdd4a	Rwdd4a	1638	1381	1689	2062	417	314	397	400
Rxfp1	Rxfp1	40	21	38	42	18	11	20	16
Rxfp2	Rxfp2	35	23	30	27	8	9	7	7
Rxfp3	Rxfp3	226	183	264	284	67	98	122	94
Rxfp4	Rxfp4	0	0	0	0	0	7	9	0
Rxra	Rxra	2114	1865	2359	2552	513	414	593	586
Rxrb	Rxrb	2502	2073	2529	3147	383	353	392	445
Rxrg	Rxrg	1295	1057	1359	1478	255	249	282	304
Rybp	Rybp	3441	2844	3562	3945	700	561	773	784
Ryk	Ryk	808	633	902	913	206	172	260	261
Ryr1	Ryr1	250	193	285	295	169	108	259	222
Ryr2	Ryr2	5132	3928	5387	5565	5095	3675	6970	7405
Ryr3	Ryr3	3080	2427	3155	3521	2096	1357	2048	2830
S100a1	S100a1	1518	1251	1672	1680	201	138	137	179
S100a10	S100a10	1194	1061	1176	1368	226	227	218	202
S100a11	S100a11	347	348	321	342	53	55	47	58
S100a13	S100a13	432	459	480	515	83	41	40	64
S100a14	S100a14	0	3	3	1	0	0	1	0
S100a16	S100a16	2235	1927	2346	2560	147	126	97	169
S100a2	S100a2	2	0	0	2	0	0	0	0
S100a3	S100a3	9	7	16	21	1	0	1	2
S100a4	S100a4	50	64	84	60	1	5	3	7
S100a5	S100a5	2	2	0	2	1	0	0	0
S100a6	S100a6	583	524	663	570	57	36	44	57
S100a7a	S100a7a	5	7	3	9	1	3	0	0
S100a8	S100a8	5	3	1	9	0	0	0	1
S100a9	S100a9	12	4	7	20	1	0	0	0
S100b	S100b	4629	3974	5057	5279	481	346	410	426
S100g	S100g	2	0	3	0	1	5	3	1
S100pbp	S100pbp	622	559	607	742	353	269	374	403
S100z	S100z	0	0	0	1	0	0	0	0
S1pr1	S1pr1	1402	1100	1502	1800	463	513	481	502
S1pr2	S1pr2	48	36	65	52	9	7	15	6
S1pr3	S1pr3	179	126	178	201	56	74	85	81
S1pr4	S1pr4	7	6	8	16	31	23	24	36
S1pr5	S1pr5	440	343	482	584	155	137	171	166
Saa1	Saa1	0	0	2	2	0	0	0	0
Saa2	Saa2	2	0	4	3	0	0	0	0
Saa3	Saa3	1	0	1	1	0	0	0	0
Saa4	Saa4	12	8	14	14	33	20	29	50
Saal1	Saal1	449	365	387	427	155	154	208	199
Sac3d1	Sac3d1	453	406	551	651	56	53	58	109
Sacm1l	Sacm1l	3771	3108	3528	4407	1539	964	1479	1580
Sacs	Sacs	78	59	66	74	525	486	742	785
Sae1	Sae1	4628	3888	4954	5801	856	626	747	922
Safb	Safb	3350	2744	3383	4198	1860	1759	2180	2414
Safb2	Safb2	2100	1753	2323	2416	1150	1111	1440	1457
Sag	Sag	24	19	27	20	12	17	6	14
Sall1	Sall1	659	606	791	883	336	269	337	432
Sall2	Sall2	3766	3254	4076	4625	1466	1139	1726	1793
Sall3	Sall3	501	388	474	648	258	271	331	424
Sall4	Sall4	4	8	0	9	6	0	3	4
Samd1	Samd1	545	430	539	653	331	283	256	351
Samd10	Samd10	1188	960	1251	1473	141	137	146	155
Samd11	Samd11	546	497	614	733	165	134	189	176
Samd12	Samd12	49	52	74	63	43	62	82	86
Samd14	Samd14	5560	4550	6258	6921	1498	1243	1288	1662
Samd3	Samd3	44	11	44	38	3	7	19	13
Samd4	Samd4	1925	1644	1911	2147	1455	1147	1678	1674
Samd4b	Samd4b	2031	1686	2228	2521	806	681	861	1019
Samd5	Samd5	238	243	274	264	299	154	306	323
Samd7	Samd7	96	61	87	103	27	32	27	27
Samd8	Samd8	1880	1612	1885	2463	725	681	1063	951
Samd9l	Samd9l	146	159	154	132	97	112	95	60
Samhd1	Samhd1	761	645	783	921	361	323	386	440
Samm50	Samm50	2440	2227	2593	3212	532	449	657	634
Samsn1	Samsn1	48	35	47	51	6	6	7	4
Samt1	Samt1	0	0	0	0	0	0	0	0
Samt2	Samt2	0	0	0	0	0	0	0	0
Samt3	Samt3	1	0	0	0	0	0	0	0
Samt4	Samt4	0	0	0	0	0	0	0	0
Sap130	Sap130	1500	1334	1604	1859	713	627	893	1038
Sap18	Sap18	3035.04	2490.84	3265	3475.1	660.111	434.867	548.656	720.92
Sap25	Sap25	14.6224	7.42762	2.15827	12.9514	8.36709	6.50875	1.95339	12.0086
Sap30	Sap30	140	93	131	155	88	42	61	86
Sap30bp	Sap30bp	1664	1285	1594	1755	430	355	400	484
Sap30l	Sap30l	967	942	1216	1498	526	376	448	569
Sar1a	Sar1a	6384	5482	6666	7748	859	762	922	970
Sar1b	Sar1b	1764	1362	1729	1994	199	157	257	219
Sardh	Sardh	311	307	336	406	87	117	167	179
Sarm1	Sarm1	979	872	1173	1369	560	522	589	726
Sarnp	Sarnp	2558	2158	2843	3091	1038	631	732	960
Sars	Sars	7076	6205	7168	8931	1874	1825	2233	2492
Sars2	Sars2	437	378	407	578	116	125	175	165
Sart1	Sart1	1861	1728	1889	2414	811	777	1025	1103
Sart3	Sart3	1260	1180	1390	1576	860	745	1041	1105
Sash1	Sash1	2474	2150	2575	3035	1887	1872	2341	2518
Sash3	Sash3	40	38	48	40	4	11	12	9
Sass6	Sass6	256	208	281	302	162	147	184	229
Sat1	Sat1	1343	1121	1451	1544	206	226	189	261
Sat2	Sat2	308	256	403	366	80	86	108	93
Satb1	Satb1	2013	1725	1906	2037	824	620	882	900
Satb2	Satb2	65	49	92	82	75	90	152	106
Satl1	Satl1	2	1	0	0	0	2	1	0
Sav1	Sav1	908	760	1043	1095	241	222	289	343
Sbds	Sbds	3161	2941	3303	4025	829	658	857	920
Sbf1	Sbf1	4033	3725	3931	5039	2475	2343	3362	3434
Sbf2	Sbf2	1673	1413	1598	1773	1255	1107	1728	1749
Sbk1	Sbk1	1678	1364	1637	2038	535	413	563	679
Sbk2	Sbk2	0	0	3	0	1	3	1	0
Sbno1	Sbno1	3491	2945	3556	4351	3784	3127	4960	5248
Sbno2	Sbno2	472.003	403	444	591.006	227	241	293	322
Sbp	Sbp	0	0	0	0	0	0	1	0
Sbpl	Sbpl	0	0	0	0	0	0	0	0
Sbsn	Sbsn	245	191	313	298	63	30	48	39
Sc4mol	Sc4mol	2033	1549	1942	2474	547	467	502	659
Sc5d	Sc5d	717	671	770	843	321	260	382	351
Scaf1	Scaf1	4535	3978	4866	6078	3188	2973	4000	4208
Scaf11	Scaf11	2076	1795	1984	2455	2270	2191	3164	3232
Scaf4	Scaf4	732	618	727	908	790	921	1232	1309
Scaf8	Scaf8	1577	1331	1495	1960	1220	1109	1667	1683
Scai	Scai	2757	2174	2677	2921	891	728	1262	1054
Scamp1	Scamp1	7258	5521	7445	8905	1424	1129	1738	1590
Scamp2	Scamp2	530	402	533	565	77	76	83	138
Scamp3	Scamp3	1168	913	1179	1466	266	235	223	292
Scamp4	Scamp4	1247.74	963.123	1246.46	1487.93	140.355	137.482	137.864	149.343
Scamp5	Scamp5	9012	7257	9405	11411	1203	1161	1582	1428
Scand1	Scand1	1240	1239	1818	2111	477	319	330	469
Scap	Scap	1224	999	1299	1569	737	778	1000	928
Scaper	Scaper	1171	1085	1110	1374	1416	1309	1945	2091
Scara3	Scara3	181	165	207	191	93	143	137	132
Scara5	Scara5	68	47	57	74	9	4	14	12
Scarb1	Scarb1	592	438	641	720	275	248	259	336
Scarb2	Scarb2	751	639	858	971	1128	1276	1612	1430
Scarf1	Scarf1	42	27	26	40	24	43	24	33
Scarf2	Scarf2	216	210	234	258	87	78	120	116
Scarna10	Scarna10	0	0	0	0	0	0	1	0
Scarna13	Scarna13	4	5	3	11	149	315	591	318
Scarna17	Scarna17	0	1	0	0	0	2	2	1
Scarna2	Scarna2	0	0	0	0	1	1	0	0
Scarna3a	Scarna3a	0	1	0	0	0	0	0	0
Scarna3b	Scarna3b	0	0	0	1	9.99999	0	3	5
Scarna6	Scarna6	3	5	4	2	4	14	37	35
Scarna8	Scarna8	0	0	0	0	0	0	0	0
Scarna9	Scarna9	0	0	0	0	0	0	0	0
Sccpdh	Sccpdh	4039	3545	4402	4473	776	569	891	992
Scd1	Scd1	3861	2673	4046	4525	1860	2121	2526	2562
Scd2	Scd2	24170	19837	24046	30176	10942	11769	15144	14235
Scd3	Scd3	207	169	236	236	146	110	106	182
Scd4	Scd4	21	10	10	16	18	19	19	22
Scel	Scel	45	49	48	71	21	3	23	25
Scfd1	Scfd1	1154	1000	1270	1238	508	446	797	663
Scfd2	Scfd2	353	372	420	515	153	160	291	260
Scg2	Scg2	12407	9572	13535	16386	6303	6941	10199	8734
Scg3	Scg3	3323	2721	3613	4254	2177	2265	3028	2814
Scg5	Scg5	5806	4175	6570	7216	1150	816	1213	1043
Scgb1a1	Scgb1a1	0	0	0	0	0	0	0	0
Scgb1c1	Scgb1c1	3	2	0	2	0	0	0	0
Scgb2b1-ps	Scgb2b1-ps	1	0	1	0	0	1	5	0
Scgb3a1	Scgb3a1	3	2	0	0	1	6	0	1
Scgb3a2	Scgb3a2	0	0	0	0	0	0	0	0
Scgn	Scgn	143	132	155	148	31	13	23	18
Schip1	Schip1	3591.87	3022.05	3623.12	4235.68	1132.82	854.104	1029.32	1242.2
Scin	Scin	10	4	4	13	23	20	33	26
Sclt1	Sclt1	393	354	395	443	500	324	438	481
Scly	Scly	793	620	809	887	215	129	137	191
Scmh1	Scmh1	1474	1233	1643	1849	520	410	523	600
Scml2	Scml2	118	94	110	119	18	27	30	45
Scml4	Scml4	570	474	544	635	128	138	182	232
Scn10a	Scn10a	2	0	4	0	0	0	2	2
Scn11a	Scn11a	11	14	22	20	3	21	17	16
Scn1a	Scn1a	2885	2245	2932	3570	2635	1967	3582	3350
Scn1b	Scn1b	5651	4459	6556	7647	1142	708	992	1040
Scn2a1	Scn2a1	3387	2608	3290	4013	4258	4451	7336	6681
Scn2b	Scn2b	4922	4179	5101	6117	2422	2349	3459	3354
Scn3a	Scn3a	1856	1482	1963	2078	1305	1277	1977	1977
Scn3b	Scn3b	3368	2735	3400	4111	880	851	1089	1124
Scn4a	Scn4a	1	0	4	6	2	0	0	1
Scn4b	Scn4b	743	701	577	944	319	232	247	314
Scn5a	Scn5a	546	452	673	758	398	468	678	759
Scn7a	Scn7a	326	297	339	337	203	248	328	249
Scn8a	Scn8a	2912	2441	2879	3768	3597	2976	4796	4922
Scn9a	Scn9a	1450	1190	1520	1607	940	933	1614	1350
Scnm1	Scnm1	1153	891	1192	1474	366	165	244	344
Scnn1a	Scnn1a	139	109	158	177	48	44	52	59
Scnn1b	Scnn1b	1	0	2	5	0	4	3	0
Scnn1g	Scnn1g	2	1	1	0	0	0	3	0
Sco1	Sco1	519	442	561	617	189	178	222	217
Sco2	Sco2	937.332	810.768	1010.38	1135.22	149.984	105.659	162.668	201.333
Scoc	Scoc	17773	14154	18863	20557	1715	1124	1471	1555
Scp2	Scp2	5513	4549	5770	6141	849	570	825	923
Scpep1	Scpep1	431	345	452	522	164	139	184	224
Scrg1	Scrg1	261	192	316	320	40	25	31	44
Scrib	Scrib	1128	906	1136	1302	670	895	1141	1277
Scrn1	Scrn1	3742	3585	3600	4390	2274	2021	2907	3049
Scrn2	Scrn2	221	226	197	257	45	33	54	52
Scrn3	Scrn3	1332	1129	1310	1544	283	182	269	301
Scrt1	Scrt1	2539	2146	2627	3562	925	691	863	1067
Scrt2	Scrt2	365	299	400	561	146	127	185	204
Sct	Sct	9	8	8	18	0	1	1	2
Sctr	Sctr	27	15	20	16	0	2	3	7
Scube1	Scube1	206	186	188	235	151	164	189	194
Scube2	Scube2	46	43	52	53	41	41	58	39
Scube3	Scube3	86	83	84	120	50	97	105	105
Scx	Scx	197	158	246	288	101	40	86	75
Scyl1	Scyl1	2330	1941	2524	2856	1105	888	1377	1505
Scyl2	Scyl2	799	774	780	998	514	507	766	779
Scyl3	Scyl3	826	714	941	986	325	248	363	436
Sdad1	Sdad1	1284	1006	1217	1434	400	473	627	542
Sdc1	Sdc1	43	47	37	53	11	36	11	9
Sdc2	Sdc2	2559	2041	2545	2880	683	693	801	759
Sdc3	Sdc3	5999	4607	6541	8013	2828	2878	3441	3529
Sdc4	Sdc4	911	689	1072	1115	435	440	523	517
Sdcbp	Sdcbp	10530	8807	11046	12229	1031	833	1015	1026
Sdcbp2	Sdcbp2	34	23	61	43	13	2	28	36
Sdccag3	Sdccag3	2060	1699	2412	2508	635	626	780	831
Sdccag8	Sdccag8	860	721	948	1004	534	379	504	552
Sdf2	Sdf2	1586	1354	1811	2001	226	238	262	241
Sdf2l1	Sdf2l1	191	170	238	251	42	39	50	59
Sdf4	Sdf4	7336	5719	7645	9434	3025	2737	3752	3550
Sdha	Sdha	16207	14222	16166	19524	5719	5681	7957	7968
Sdhaf1	Sdhaf1	747	619	815	878	219	128	164	196
Sdhaf2	Sdhaf2	2378	1996	2631	2766	330	217	279	308
Sdhb	Sdhb	7076	6136	7778	8533	1093	792	832	1127
Sdhc	Sdhc	4741	4065	5194	5781	592	477	505	555
Sdhd	Sdhd	5271	4334	5383	5926	413	306	387	451
Sdk1	Sdk1	295	258	261	270	336	392	472	511
Sdk2	Sdk2	182	136	185	190	482	503	712	766
Sdpr	Sdpr	344	319	343	348	147	199	174	209
Sdr16c5	Sdr16c5	1	0	0	0	0	1	0	0
Sdr16c6	Sdr16c6	0	0	0	0	0	0	0	0
Sdr39u1	Sdr39u1	3389	2800	3759	4291	405	245	333	334
Sdr42e1	Sdr42e1	366	292	418	462	124	86	128	120
Sdr9c7	Sdr9c7	2	1	0	0	0	1	0	0
Sds	Sds	33	11	23	33	3	0	16	5
Sdsl	Sdsl	178	136	221	255	22	20	24	42
Sebox	Sebox	6	2	3	7	3	1	8	3
Sec1	Sec1	5	6	3	8	7	0	1	3
Sec11a	Sec11a	656	499	655	746	297	264	329	336
Sec11c	Sec11c	1521	1204	1546	1820	489	415	397	434
Sec13	Sec13	1903	1679	1873	2260	310	319	412	360
Sec14l1	Sec14l1	1887	1703	1955	2328	796	821	1058	1089
Sec14l2	Sec14l2	978	830	1006	1240	209	183	201	246
Sec14l3	Sec14l3	249	186	231	202	58	62	58	72
Sec14l4	Sec14l4	7	2	4	11	0	0	1	5
Sec14l5	Sec14l5	191	147	207	225	148	125	176	165
Sec16a	Sec16a	1919	1670	1937	2290	1447	1586	2210	2145
Sec16b	Sec16b	14	11	19	20	11	12	21	3
Sec22a	Sec22a	760	670	842	929	113	104	186	163
Sec22b	Sec22b	2163	1696	2232	2410	329	207	280	338
Sec22c	Sec22c	1529	1224	1549	1788	353	391	430	500
Sec23a	Sec23a	4300	3543	4173	4865	1609	1357	2013	2019
Sec23b	Sec23b	1254	1133	1221	1503	427	548	741	663
Sec23ip	Sec23ip	1192	1118	1138	1435	760	792	1160	1213
Sec24a	Sec24a	849	763	900	896	405	366	501	539
Sec24b	Sec24b	2038	1641	2010	2311	1306	1173	1842	1844
Sec24c	Sec24c	2251	2075	2122	2711	668	665	993	1008
Sec24d	Sec24d	844	675	833	971	307	349	437	464
Sec31a	Sec31a	2287	2107	2324	3036	1622	1638	2496	2313
Sec31b	Sec31b	33	40	62	33	24	13	48	31
Sec61a1	Sec61a1	972	807	1007	1230	251	303	355	400
Sec61a2	Sec61a2	1629	1341	1653	2047	300	315	429	382
Sec61b	Sec61b	1615	1272	1800	1910	160	119	146	146
Sec61g	Sec61g	2026	1709	2279	2494	179	143	143	181
Sec62	Sec62	5977	4936	6193	7280	3133	2532	3337	3339
Sec63	Sec63	1764	1450	1877	2116	981	974	1222	1270
Secisbp2	Secisbp2	478	409	540	620	327	281	393	420
Secisbp2l	Secisbp2l	2898	2570	2848	3056	2393	2311	3199	3038
Sectm1a	Sectm1a	0	0	1	0	0	0	0	0
Sectm1b	Sectm1b	0	0	0	0	0	0	0	0
Seh1l	Seh1l	1987	1582	2110	2209	290	243	353	346
Sel1l	Sel1l	2605	2081	2568	3415	1983	2103	2922	2738
Sel1l2	Sel1l2	0	1	0	0	0	0	0	0
Sel1l3	Sel1l3	319	253	319	430	144	158	227	233
Sele	Sele	0	0	0	1	2	0	0	0
Selenbp1	Selenbp1	128	133	166	167	15	38	37	37
Selenbp2	Selenbp2	5	5	4	6	3	0	1	0
Selk	Selk	4585	3738	4950	5470	1113	771	897	986
Sell	Sell	3	0	0	2	0	0	0	0
Selm	Selm	4568	3889	5308	6334	719	545	660	756
Selp	Selp	1	0	0	0	1	3	0	5
Selplg	Selplg	318	263	322	374	74	72	64	89
Sema3a	Sema3a	233	177	222	244	234	228	338	313
Sema3b	Sema3b	226	186	278	227	83	125	82	126
Sema3c	Sema3c	299	220	312	395	295	405	444	512
Sema3d	Sema3d	177	153	185	172	145	197	283	191
Sema3e	Sema3e	114	87	106	160	168	131	203	192
Sema3f	Sema3f	196	151	223	319	75	85	98	123
Sema3g	Sema3g	21	22	20	36	33	88	48	83
Sema4a	Sema4a	1391	1089	1461	1735	424	506	632	664
Sema4b	Sema4b	476	447	467	623	309	332	441	359
Sema4c	Sema4c	288	208	270	322	137	156	183	215
Sema4d	Sema4d	920	739	907	1014	563	608	825	888
Sema4f	Sema4f	1224	953	1326	1575	359	412	576	499
Sema4g	Sema4g	1380	1071	1414	1857	571	599	829	914
Sema5a	Sema5a	1459	1222	1456	1757	1152	1222	1805	1727
Sema5b	Sema5b	162	152	198	217	171	155	237	240
Sema6a	Sema6a	1011	795	890	1093	1576	1688	1989	1945
Sema6b	Sema6b	1610	1321	1720	2260	776	871	1237	1189
Sema6c	Sema6c	419	321	432	567	133	141	186	203
Sema6d	Sema6d	1918	1388	1832	2206	2093	1897	2571	2665
Sema7a	Sema7a	909	777	916	1165	425	427	523	530
Senp1	Senp1	944	802	944	1151	364	344	417	479
Senp2	Senp2	4458	3600	4409	5035	1602	1244	1573	1869
Senp3	Senp3	2187	1772	2323	2552	635	558	645	716
Senp5	Senp5	3070	2624	3207	3571	979	896	1163	1263
Senp6	Senp6	2537	2226	2802	3135	1301	1225	1587	1589
Senp7	Senp7	1440	1223	1613	1701	543	638	1010	995
Senp8	Senp8	655	546	673	780	201	189	298	250
Sep15	Sep15	5788	4485	6533	6927	1007	740	886	948
Sephs1	Sephs1	1276	1052	1334	1394	257	251	319	340
Sephs2	Sephs2	2154	1797	2337	2730	537	351	455	520
Sepn1	Sepn1	650	503	687	812	321	339	389	420
Sepp1	Sepp1	6628	4929	7578	7917	1413	1202	1288	1383
Sepsecs	Sepsecs	195	143	192	236	116	94	123	101
Sept1	Sept1	54	44	66	63	13	5	7	6
Sept10	Sept10	174	160	149	146	130	82	136	114
Sept11	Sept11	1531	1264	1528	1912	1254	1243	1560	1637
Sept12	Sept12	0	0	0	0	0	0	2	0
Sept14	Sept14	0	0	0	0	2	0	0	0
Sept2	Sept2	2575	2379	2655	2960	571	579	636	729
Sept3	Sept3	18185	14801	19130	22633	4876	3455	5198	5521
Sept4	Sept4	6955	6551	7167	8643	2641	2055	2686	2957
Sept5	Sept5	13866	11736	15302.4	18074.1	3270.93	2775.65	3518.44	3866.76
Sept6	Sept6	2835	2474	2755	3296	1059	1043	1444	1387
Sept7	Sept7	12917	11395	12859	14290	5064	4648	5980	6203
Sept8	Sept8	5572	4888	5620	6754	3286	2721	3503	3965
Sept9	Sept9	1789	1541	1630	2083	668	613	744	785
Sepw1	Sepw1	17087	13418	19031	21564	1886	1181	1287	1659
Sepx1	Sepx1	565	513	631	676	50	41	49	62
Serac1	Serac1	1070	893	1139	1281	396	384	544	579
Serbp1	Serbp1	8393	7274	8316	9634	4170	3414	4299	5040
Serf1	Serf1	400	340	427	521	137	89	90	92
Serf2	Serf2	3987	3545	4506	5080	443	445	417	533
Sergef	Sergef	984	765	1110	1250	1068	683	839	1063
Serhl	Serhl	128	122	155	170	32	69	46	67
Serinc1	Serinc1	15618	11609	15823	19550	3695	3495	4601	4610
Serinc2	Serinc2	32	26	23	39	7	11	6	10
Serinc3	Serinc3	3961	3241	4212	4905	929	1076	1237	1151
Serinc4	Serinc4	849	678	877	960	151	118	159	196
Serinc5	Serinc5	1638	1374	1533	1857	379	443	549	530
Serp1	Serp1	2296	2151	2466	2505	328	229	278	282
Serp2	Serp2	3906	3212	4564	5035	687	601	582	649
Serpina10	Serpina10	2	1	0	0	2	0	3	8
Serpina11	Serpina11	1	0	4	1	0	0	0	0
Serpina12	Serpina12	9	12	11	20	2	8	5	6
Serpina1a	Serpina1a	2	4	6	6	24	37	47	47
Serpina1b	Serpina1b	1	1	2	4	0	2	0	1
Serpina1c	Serpina1c	1	0	1	0	0	0	0	0
Serpina1d	Serpina1d	0	1	2	0	0	0	0	1
