gene_id	gene_short_name	nonpomc_0	nonpomc_1	nonpomc_2	nonpomc_3	pomc_0	pomc_1	pomc_2	pomc_3
Aox3	Aox3	0.276894	0.517672	0.358455	0.192377	0.240011	0.690499	0.787332	0.682821
Aox3l1	Aox3l1	0.0183393	0.0294497	0.00602404	0	0.121377	0	0.022032	0
Aox4	Aox4	0.0688815	0.072169	0.0554703	0.0895447	0	0.167742	0.0275284	0.147915
Ap1ar	Ap1ar	64.7588	63.9331	70.5234	71.7856	65.5212	46.1965	29.1905	57.6992
Ap1b1	Ap1b1	41.2371	41.8241	35.724	39.3315	41.4083	35.5082	37.2682	48.5259
Ap1g1	Ap1g1	14.6507	17.3023	15.7563	15.5761	21.589	22.5289	25.7078	28.1414
Ap1g2	Ap1g2	1.89513	1.65733	1.51942	1.75484	0.899044	1.55717	1.13651	1.74915
Ap1m1	Ap1m1	34.1109	37.5041	28.8667	31.9431	28.0291	33.4359	32.2886	36.3914
Ap1m2	Ap1m2	0.246891	0.310154	0.193252	0.228091	0.110904	0.242643	0.151845	0.0919516
Ap1s1	Ap1s1	243.77	210.706	201.994	208.052	34.2669	23.0656	17.3638	31.6053
Ap1s2	Ap1s2	18.9822	25.2851	32.4422	24.7036	33.8298	48.0325	47.4259	35.087
Ap1s3	Ap1s3	4.54609	6.14658	6.14282	5.25758	10.1017	15.1631	20.6549	16.0372
Ap2a1	Ap2a1	60.0616	55.1462	42.2984	53.9654	61.0673	45.446	44.4231	68.2722
Ap2a2	Ap2a2	38.0076	38.6451	33.7985	38.241	48.4287	42.4798	45.6777	55.0018
Ap2b1	Ap2b1	39.1478	43.7534	38.2225	41.566	39.2456	45.5669	50.1786	51.8128
Ap2m1	Ap2m1	380.043	385.529	346.18	371.692	193.276	189.981	164.414	201.462
Ap2s1	Ap2s1	373.986	358.764	343.621	355.072	69.5122	58.2717	41.5013	44.2576
Ap3b1	Ap3b1	7.18248	7.67014	7.20057	7.71534	15.8577	20.6567	18.3544	22.4882
Ap3b2	Ap3b2	25.8075	24.6403	20.4488	26.08	41.6433	46.4222	45.662	62.4211
Ap3d1	Ap3d1	27.9589	27.5897	23.9837	26.4939	53.2223	63.7507	56.0231	75.2426
Ap3m1	Ap3m1	14.5044	18.7011	18.9758	16.3259	12.1924	19.9821	17.0538	14.7883
Ap3m2	Ap3m2	54.3753	53.4448	54.784	53.2877	44.0121	39.3208	41.7619	49.1391
Ap3s1	Ap3s1	64.0526	72.4926	100.642	75.9971	32.3275	36.3152	28.0159	30.5461
Ap3s2	Ap3s2	20.036	21.7386	19.3843	20.1635	9.1632	8.89573	8.45966	9.27324
Ap4b1	Ap4b1	5.74446	6.38966	6.17172	5.95497	5.26075	6.24975	6.17999	5.63654
Ap4e1	Ap4e1	3.93533	4.53795	5.53623	4.40603	5.05151	5.98988	6.98418	5.68503
Ap4m1	Ap4m1	6.30382	5.80848	4.7461	5.04163	4.54649	3.93858	4.02225	5.30339
Ap4s1	Ap4s1	78.1979	73.6501	85.137	78.5127	23.3893	15.8769	6.95806	15.7989
Apaf1	Apaf1	2.17668	2.2125	2.20972	2.34167	1.89394	2.11339	2.02622	1.96958
Apba1	Apba1	38.9667	40.2449	30.4751	39.3305	63.6075	34.9279	23.9018	53.1568
Apba2	Apba2	30.549	27.6781	23.2119	27.4488	37.5398	34.6019	27.5801	38.5671
Apba3	Apba3	8.67846	7.84841	5.72344	7.49173	4.56598	2.85422	1.70117	3.99786
Apbb1	Apbb1	176.413	160.697	128.497	162.615	66.3899	50.9284	39.7378	58.8633
Apbb1ip	Apbb1ip	1.22092	1.83067	1.2975	1.21797	2.02364	2.32662	1.77448	2.68676
Apbb2	Apbb2	9.51849	10.4297	10.3612	10.7856	23.7111	22.6585	18.7893	26.7359
Apbb3	Apbb3	16.2689	15.5638	12.9912	15.4952	7.473	7.82284	5.38736	7.71109
Apc	Apc	10.5829	11.66	13.3478	11.8349	45.3844	58.1351	64.5991	67.0081
Apc2	Apc2	11.4863	9.80303	7.40018	10.1269	20.5749	17.1915	16.6498	24.8
Apcdd1	Apcdd1	3.13577	3.18778	2.59816	2.91765	4.95789	8.35641	2.2156	5.55305
Apcs	Apcs	0	0	0	0	0	0	0	0
Apeh	Apeh	14.5597	14.1252	11.461	12.9119	10.4397	10.029	8.48332	9.12223
Apex1	Apex1	12.5081	15.8687	14.4239	14.3907	9.24816	13.2432	8.50401	11.8202
Apex2	Apex2	3.00624	2.13036	1.86429	2.43122	4.40383	4.08904	4.81372	6.71109
Aph1a	Aph1a	30.0419	29.4241	23.6424	29.0671	12.0844	8.47178	6.17612	8.55686
Aph1b	Aph1b	4.055	5.10229	5.57622	5.17452	3.37534	5.38581	4.39071	3.88253
Aph1c	Aph1c	1.38697	1.55141	1.81037	1.69678	1.47329	1.843	2.21527	1.47805
Api5	Api5	26.2022	31.5433	33.8759	30.0693	16.8185	20.6617	21.3149	20.0997
Apip	Apip	16.4358	18.0487	19.2522	14.4952	8.40794	4.57384	4.83715	5.48349
Apitd1	Apitd1	5.92964	5.33345	6.38695	7.03461	2.53897	2.15038	1.43987	1.3498
Aplf	Aplf	3.06135	2.65273	3.37739	3.00518	12.4186	17.4662	14.2228	20.1471
Apln	Apln	4.65962	4.57614	4.12515	4.38151	3.62788	1.9972	1.8715	2.00626
Aplnr	Aplnr	0.0360824	0.101347	0.0162728	0.0736756	0	0.244411	0.0188222	0.0935771
Aplp1	Aplp1	313.76	249.244	223.164	306.387	160.564	127.268	79.8746	133.609
Aplp2	Aplp2	60.1057	59.6779	65.1166	70.7816	125.849	182.693	168.589	164.451
Apoa1	Apoa1	1.3789	1.05745	1.5618	1.17199	0.996084	0.859399	0.597323	0.434717
Apoa1bp	Apoa1bp	104.266	102.295	98.5296	105.883	26.6803	23.3152	14.1275	17.5432
Apoa2	Apoa2	3.62056	4.98726	4.5297	4.27218	0.842488	1.5583	2.84088	0.361558
Apoa4	Apoa4	0.145912	0.101265	0.0750313	0.0990897	0.186283	0.111022	0	0.0848805
Apoa5	Apoa5	0.014349	0	0	0	0	0	0.0337722	0
Apob	Apob	0	0	0	0	0.0205494	0.019567	0	0.0483177
Apobec1	Apobec1	1.34665	1.35359	1.26487	0.954574	0.796237	1.04743	0.704064	0.368398
Apobec2	Apobec2	1.97739	1.30442	1.81087	1.48106	0.546444	0.793046	0.21257	0.894082
Apobec3	Apobec3	0.894672	0.905906	0.872925	0.568324	1.07231	2.3061	1.55291	0.776392
Apobec4	Apobec4	0.0364147	0	0.0595123	0	0.891142	0.503686	1.32255	1.37681
Apobr	Apobr	0.158047	0.197642	0.223624	0.205557	0.136436	0.0351223	0.0662485	0.045003
Apoc1	Apoc1	12.1427	10.2616	11.3589	10.5518	6.1455	6.49449	2.88245	4.79117
Apoc2	Apoc2	0	0	0	0	0	0	0	0.239899
Apoc3	Apoc3	3.81441	3.65978	4.05022	2.18908	1.20417	0.495637	0	0.546773
Apoc4	Apoc4	0	0.118204	0	0	0	0	0	0
Apod	Apod	40.9882	49.9922	42.9907	41.0487	26.6314	37.4465	27.4248	23.1232
Apoe	Apoe	543.027	400.221	426.928	497.485	575.074	478.321	219.756	443.717
Apof	Apof	0.288119	0.253996	0.0754004	0.282694	0.0836622	0.791068	0.0626808	0.168087
Apoh	Apoh	0.0565055	0.172005	0.303161	0.171514	0	0	0.1224	0.132756
Apol10a	Apol10a	0	0	0	0	0	0	0.087317	0
Apol10b	Apol10b	0.055324	0	0.0638392	0.0384807	0	0.394587	0.352077	0.155242
Apol11a	Apol11a	0	0	0	0	0	0	0	0
Apol11b	Apol11b	0.0133678	0	0.0149505	0	0.0777551	0.0490534	0.0727798	0
Apol6	Apol6	0.597008	0.189259	0.244459	0.252691	0.578809	0.280025	0.455107	0.594154
Apol7a	Apol7a	0	0	0	0.0217195	0	0.0906941	0	0.109184
Apol7b	Apol7b	0	0	0	0	0	0	0	0
Apol7c	Apol7c	0	0	0	0	0	0	0	0
Apol7d	Apol7d	0	0.199838	0.0351912	0.0817491	0	0	0	0
Apol7e	Apol7e	0.025738	0	0.0429475	0	0	0	0	0
Apol8	Apol8	1.36652	1.37665	1.74838	1.05079	0.817143	0.0967429	0.580705	0.656179
Apol9a	Apol9a	0.0428733	0.150149	0.135928	0.033322	0	0.0542596	0.0972129	0
Apol9b	Apol9b	0.0209717	0.0245231	0.0568083	0.0665189	0	0.0500036	0	0.0706986
Apold1	Apold1	0.990959	1.04722	0.592716	0.815324	1.74594	2.04907	0.897461	1.7753
Apom	Apom	0	0	0.0451711	0.130017	0	0.231001	0.285317	0.102063
Apon	Apon	0.0207474	0.0516227	0	0.0352116	0	0	0	0
Apoo	Apoo	53.3771	60.6377	68.2068	57.4849	27.0104	38.4336	31.3505	30.5126
Apoo-ps	Apoo-ps	13.8205	11.3105	13.8576	5.40074	5.85542	0.364431	0.0014807	0
Apool	Apool	4.72953	6.26628	7.38945	4.06424	4.95244	5.87106	5.76462	3.48822
App	App	221.291	203.645	218.267	246.645	361.077	377.554	342.186	416.688
Appbp2	Appbp2	10.694	13.4757	12.5516	11.908	35.9722	29.4053	25.0897	37.356
Appl1	Appl1	13.4329	16.541	18.6365	14.8173	23.9396	30.1485	39.1911	29.8554
Appl2	Appl2	25.7729	25.9306	29.1413	26.6001	26.4022	36.5402	26.4436	27.4396
Aprt	Aprt	47.4736	42.5684	39.7454	42.9862	11.3394	6.7422	4.7762	9.30946
Aptx	Aptx	7.41739	8.24084	8.35962	8.22972	6.43237	6.48805	6.80276	6.52428
Aqp1	Aqp1	0.0681341	0.119393	0.118686	0.116486	0	0.232155	0.089114	0.0186702
Aqp11	Aqp11	7.58514	6.42953	4.66122	6.72217	4.75485	1.92496	1.37803	2.70657
Aqp12	Aqp12	0	0.0794371	0.0247346	0.0503093	0	0	0	0.0663735
Aqp2	Aqp2	0	0.0311556	0	0.0617779	0	0	0	0
Aqp3	Aqp3	0.0820909	0.0467053	0.0159751	0.0317119	0.0460036	0.115426	0.268044	0.100922
Aqp4	Aqp4	11.521	13.0246	15.1029	12.669	37.0784	72.0599	46.6756	48.4021
Aqp5	Aqp5	0.358405	0.43125	0.145028	0.298377	0	0.0750232	0.0384753	0
Aqp6	Aqp6	0.087654	0.0566619	0.0446511	0.118824	0.0380328	0.0692654	0.0933729	0
Aqp7	Aqp7	0.0126386	0.0620333	0.110068	0.0832725	0.624794	0.834544	0.782671	0.780409
Aqp8	Aqp8	0.116691	0.0831039	0.0207924	0.0365441	0.0580935	0.0581576	0.0787641	0
Aqp9	Aqp9	0.34786	0.469477	0.553073	0.435808	0.137133	0	0.255548	0.0878193
Aqr	Aqr	4.64873	6.32363	5.28112	5.13662	11.778	16.4204	17.0675	18.4753
Ar	Ar	1.2547	1.60066	1.01767	1.21809	9.97522	9.66965	8.48447	12.2245
Araf	Araf	317.594	342.033	393.496	344.863	112.33	108.296	89.057	101.333
Arap1	Arap1	4.32874	4.5737	3.79713	3.72433	4.75297	4.79942	3.37889	3.42833
Arap2	Arap2	5.05627	6.58646	7.02511	5.79902	17.1605	20.8868	20.1162	19.6738
Arap3	Arap3	0.4392	0.491854	0.258528	0.382648	1.07344	1.95627	0.853089	1.35331
Arc	Arc	4.82015	4.1895	2.81138	4.0585	4.99362	3.62507	2.31759	4.99869
Arcn1	Arcn1	37.8912	45.5227	43.2627	41.2368	47.7832	57.5479	68.1857	64.3278
Areg	Areg	0.0283547	0	0.0644395	0.0493252	0.164456	0.0955214	0	0
Arf1	Arf1	350.051	350.832	335.698	347.835	165.706	126.099	115.626	120.229
Arf2	Arf2	37.0538	37.5077	37.8126	37.4685	11.8688	10.8173	9.38542	11.3571
Arf3	Arf3	291.834	299.269	255.684	286.921	67.6513	37.6484	87.6739	70.2753
Arf4	Arf4	101.802	124.656	135.832	110.338	51.0481	56.6613	48.7335	50.2969
Arf5	Arf5	161.271	143.526	124.439	154.777	43.9389	26.9557	15.2951	31.055
Arf6	Arf6	23.2203	25.8857	26.0058	26.1022	22.7476	11.649	6.68957	15.6632
Arfgap1	Arfgap1	37.6709	38.0105	29.7001	36.3386	15.188	15.2308	14.1809	17.098
Arfgap2	Arfgap2	23.7182	24.5711	19.1251	21.803	12.4555	12.3137	10.1576	11.8237
Arfgap3	Arfgap3	13.8556	14.1614	13.2352	12.3216	10.2823	9.42574	8.65722	9.63842
Arfgef1	Arfgef1	10.4117	11.9716	13.8644	10.7563	24.3849	33.0649	41.6702	35.7072
Arfgef2	Arfgef2	7.77473	8.2785	7.47424	7.68661	13.9757	12.8139	15.9522	16.9666
Arfip1	Arfip1	10.8839	12.084	15.4699	11.3252	7.19986	7.26028	8.45245	7.86498
Arfip2	Arfip2	36.4028	36.1151	33.9267	36.2233	23.3318	20.4422	17.7508	20.4625
Arfrp1	Arfrp1	20.6836	21.871	21.6515	20.9451	6.27512	6.18061	6.64201	6.94889
Arg1	Arg1	0.309495	0.582231	0.490889	0.37318	0.228151	0.129486	0.19737	0.166753
Arg2	Arg2	2.13227	2.36984	2.64792	3.05901	2.72231	1.37034	2.5924	3.46287
Arglu1	Arglu1	46.5252	46.1753	58.756	51.8159	92.5935	75.1258	35.8931	93.3403
Arhgap1	Arhgap1	28.418	29.1184	23.9811	26.4623	19.8801	20.3368	19.1924	25.9002
Arhgap10	Arhgap10	0.840736	0.777206	0.804152	1.02934	1.96814	1.33314	1.38784	2.08839
Arhgap11a	Arhgap11a	0.363714	0.438483	0.354228	0.40108	0.364596	0.505018	0.378111	0.234012
Arhgap12	Arhgap12	13.5084	15.357	17.1774	16.0126	26.0479	26.5984	32.7241	28.6255
Arhgap15	Arhgap15	1.89832	1.98414	2.40558	2.41764	0.263169	1.05432	0.443178	0.463429
Arhgap17	Arhgap17	3.60262	3.21799	3.33003	3.32393	4.96311	5.83112	4.14157	5.8006
Arhgap18	Arhgap18	5.38177	6.19252	8.70315	6.32749	8.93417	10.8205	10.2079	9.85456
Arhgap19	Arhgap19	1.00258	1.22811	1.33206	1.06808	0.509358	0.828802	1.02962	0.598179
Arhgap20	Arhgap20	8.69756	9.428	9.80551	9.30794	15.574	16.3312	20.478	20.2193
Arhgap21	Arhgap21	12.1996	12.8367	12.9455	12.4853	42.6684	57.8621	60.2167	67.9229
Arhgap22	Arhgap22	4.68497	4.74163	3.82176	4.26799	2.8953	2.1189	1.32022	2.07177
Arhgap23	Arhgap23	21.4172	18.3796	13.7981	18.3417	22.4669	13.9951	10.4004	21.3556
Arhgap24	Arhgap24	12.8343	11.2328	10.6846	12.2438	13.7693	11.5212	10.5869	15.5219
Arhgap25	Arhgap25	0.304944	0.343499	0.239122	0.230658	0.195895	0.639439	0.18826	0.618115
Arhgap26	Arhgap26	12.4448	13.21	12.5075	12.6549	30.2258	29.9559	32.2518	36.275
Arhgap27	Arhgap27	8.36676	5.87591	6.36732	7.12028	3.6978	2.04767	1.86752	3.37367
Arhgap28	Arhgap28	0.266638	0.371613	0.283907	0.358016	0.488527	0.354203	0.447801	0.392559
Arhgap29	Arhgap29	2.26974	3.80483	2.91474	1.95525	4.99414	12.5602	7.39043	6.75026
Arhgap30	Arhgap30	0.379307	0.309309	0.265772	0.437951	0.259028	0.380226	0.269334	0.399378
Arhgap31	Arhgap31	1.72946	1.78901	1.33966	1.68542	6.17528	9.2049	5.12723	7.81516
Arhgap32	Arhgap32	9.73668	10.7409	9.39856	10.2609	27.4802	30.4388	31.3836	37.419
Arhgap33	Arhgap33	11.6327	9.53404	6.67936	9.66645	8.68636	8.28776	5.41668	9.68401
Arhgap36	Arhgap36	32.4794	36.1794	31.9895	29.6521	20.21	20.6343	23.4388	21.0885
Arhgap39	Arhgap39	10.4252	8.91806	7.24578	9.69945	12.7691	9.59163	8.33741	15.2378
Arhgap4	Arhgap4	0.618269	0.472124	0.656534	0.492675	0.519823	1.52435	0.47364	0.662757
Arhgap40	Arhgap40	0.175658	0.224541	0.181521	0.25785	0.201279	0.280399	0.140756	0.0785572
Arhgap42	Arhgap42	1.66785	2.08984	1.9671	1.73035	2.809	4.49358	3.83439	4.63318
Arhgap44	Arhgap44	34.1119	33.5237	26.3132	31.803	38.324	27.0205	22.5675	36.5771
Arhgap5	Arhgap5	12.1122	16.5109	20.2989	15.1841	58.5063	81.3654	101.749	77.1838
Arhgap6	Arhgap6	13.6464	14.3916	15.7458	12.2212	10.137	12.6668	11.344	12.1067
Arhgap8	Arhgap8	0.158292	0.147239	0.073948	0.186478	0.0969369	0.0902349	0.0555328	0
Arhgap9	Arhgap9	0.380834	0.650575	0.381446	0.388073	0.041653	0.207357	0.128626	0.0841532
Arhgdia	Arhgdia	193.462	186.266	154.356	177.187	60.364	46.3912	37.2218	47.8626
Arhgdib	Arhgdib	5.58517	7.42422	5.60124	5.55689	2.03413	1.70132	1.17441	1.58052
Arhgdig	Arhgdig	135.246	116.772	121.338	122.321	50.1869	31.496	15.598	34.2704
Arhgef1	Arhgef1	8.98752	8.3527	5.54049	8.08183	8.0306	9.6053	5.4013	10.6169
Arhgef10	Arhgef10	9.25324	9.21986	8.44132	8.78461	13.1737	10.3994	9.58089	11.5964
Arhgef10l	Arhgef10l	15.9369	13.7294	11.9269	14.9378	17.0597	12.0214	9.44653	14.4558
Arhgef11	Arhgef11	8.62238	9.07093	6.83404	8.46781	15.9469	16.4809	16.5061	20.1517
Arhgef12	Arhgef12	13.5536	15.2054	13.9984	14.174	39.0301	38.6389	40.7123	42.9332
Arhgef15	Arhgef15	11.18	10.1991	9.06365	9.8415	6.32643	5.14928	4.57669	6.5491
Arhgef16	Arhgef16	0.88867	0.870213	0.608958	0.839505	1.31355	1.06758	0.525943	0.802012
Arhgef17	Arhgef17	19.757	18.353	13.8376	17.6011	19.6543	15.8999	13.3085	21.0051
Arhgef18	Arhgef18	7.9435	7.25478	6.44912	7.55232	11.5031	10.6717	8.53719	12.4919
Arhgef19	Arhgef19	3.38777	3.21812	2.54239	2.67609	2.41497	1.58831	0.933186	1.70125
Arhgef2	Arhgef2	11.0595	10.8553	8.38281	9.64343	14.8964	15.3956	11.4016	18.9195
Arhgef25	Arhgef25	45.4676	44.9535	46.015	46.0246	31.5022	31.3994	23.8666	29.7946
Arhgef26	Arhgef26	5.58299	5.89674	5.85193	6.10579	8.1986	7.6346	5.33384	8.89208
Arhgef3	Arhgef3	11.166	12.1582	11.2485	13.3038	12.2642	10.4087	10.3134	13.4715
Arhgef33	Arhgef33	1.0558	0.677102	1.12948	0.969488	1.60959	1.27373	0.900808	1.71095
Arhgef37	Arhgef37	0.345365	0.396142	0.401584	0.605593	0.396245	0.253948	0.14414	0.460993
Arhgef38	Arhgef38	0	0	0	0	0.0481583	0	0	0
Arhgef4	Arhgef4	111.103	98.5916	101.497	105.29	43.7254	32.246	25.8245	41.873
Arhgef40	Arhgef40	5.66811	5.23518	4.22017	5.3804	7.18951	8.38207	6.31448	8.69762
Arhgef5	Arhgef5	0.277514	0.415754	0.211756	0.220106	0.423982	1.17571	0.468096	0.62417
Arhgef6	Arhgef6	3.5834	4.56501	4.33148	4.03702	4.0979	5.05332	6.62308	6.17901
Arhgef7	Arhgef7	23.6308	23.354	20.8253	21.6487	22.9315	21.8093	18.8607	25.47
Arhgef9	Arhgef9	61.5041	69.1816	73.5596	69.2964	74.6673	75.0805	99.4139	90.1465
Arid1a	Arid1a	10.1619	9.6859	7.1408	9.12311	31.5552	28.9722	21.6675	42.8769
Arid1b	Arid1b	4.04427	3.90834	3.16005	3.50134	17.787	22.1597	12.7575	27.4261
Arid2	Arid2	4.44869	4.70538	4.86947	4.38999	11.2385	13.9501	13.8571	14.6288
Arid3a	Arid3a	1.43007	1.19596	1.11645	1.40564	2.78956	2.79139	1.75433	2.78497
Arid3b	Arid3b	0.943572	0.921865	0.822575	0.871956	1.65159	1.1408	1.02031	1.31764
Arid3c	Arid3c	0.022282	0.022745	0.0271766	0.0584773	0.0486376	0.122662	0	0.0378695
Arid4a	Arid4a	6.3425	6.74546	7.73202	6.7298	23.0199	27.4192	27.3476	32.3594
Arid4b	Arid4b	9.88962	10.8403	15.2707	10.8187	42.7768	57.2288	53.8496	64.2736
Arid5a	Arid5a	1.39117	1.39789	1.0092	1.29773	1.05905	1.01569	0.721764	1.38488
Arid5b	Arid5b	2.28916	2.35479	2.19105	2.19604	13.4274	15.7791	14.7635	20.085
Arih1	Arih1	16.5025	19.5955	22.5474	17.5419	16.498	13.4625	16.5966	17.2475
Arih2	Arih2	19.4019	20.8105	19.2945	20.7834	17.974	18.792	17.4914	19.1488
Arl1	Arl1	126.494	130.191	160.279	137.94	91.7697	99.1383	74.6664	70.7875
Arl10	Arl10	32.9579	28.0204	25.3493	29.515	28.2722	22.43	12.704	18.5471
Arl11	Arl11	0.192498	0.579669	0.455779	0.227982	0.18594	0.133443	0	0
Arl13a	Arl13a	0	0.064132	0.0209286	0	0	0	0.13758	0.302014
Arl13b	Arl13b	3.64595	3.81031	4.20478	3.54223	7.0404	6.48427	5.16441	7.04605
Arl14	Arl14	0	0	0.032294	0	0	0	0	0
Arl15	Arl15	7.08064	8.08	8.46169	7.60516	5.5208	5.39408	5.40987	4.75236
Arl16	Arl16	27.8757	28	31.5056	29.3747	9.98965	8.75137	6.68553	8.90216
Arl2	Arl2	205.77	184.395	182.135	184.947	39.4859	36.9974	20.7538	38.8925
Arl2bp	Arl2bp	164.454	165.894	168.2	170.358	82.7691	72.1573	58.6584	70.9038
Arl3	Arl3	196.275	191.639	231.913	200.529	106.084	76.1363	53.0359	68.7055
Arl4a	Arl4a	13.0606	15.6821	19.9868	16.6358	16.4918	20.1855	20.179	17.9025
Arl4c	Arl4c	40.374	41.3843	39.8456	42.9611	21.8876	12.2378	9.82394	16.269
Arl4d	Arl4d	8.3566	9.74775	8.57503	7.79265	2.68477	2.67506	1.42163	3.28764
Arl5a	Arl5a	34.0041	41.2491	52.7268	39.733	40.6157	31.9855	33.6951	39.8688
Arl5b	Arl5b	2.47392	3.26544	3.0664	2.67352	3.65207	2.7089	6.33591	4.5438
Arl5c	Arl5c	1.00493	1.11913	0.799847	0.887127	0.414447	0.443273	0.405225	0.185634
Arl6	Arl6	36.6449	41.9987	45.8358	37.3334	14.8969	19.4209	12.3206	16.0313
Arl6ip1	Arl6ip1	125.018	128.812	155.246	133.743	37.6627	37.5105	46.4799	37.5287
Arl6ip4	Arl6ip4	79.7161	67.7379	69.9137	73.8619	54.3977	31.5639	20.4495	31.1483
Arl6ip5	Arl6ip5	70.5298	68.1508	77.4747	76.688	28.0324	23.6409	21.9268	18.3167
Arl6ip6	Arl6ip6	6.32576	7.79052	9.52585	6.87122	3.88436	3.17693	3.11304	2.97242
Arl8a	Arl8a	167.798	161.452	141.353	147.578	72.9132	51.0523	42.3674	55.8729
Arl8b	Arl8b	92.3598	105.749	121.638	105.833	98.3224	87.6902	93.8939	105.957
Arl9	Arl9	0	0.173279	0.141752	0.11982	0	0	0	0
Armc1	Armc1	41.183	47.5466	55.5716	48.4425	41.0548	36.7748	35.0308	37.0045
Armc10	Armc10	16.2633	15.5525	18.0181	16.0516	8.25461	7.44897	6.12269	8.71579
Armc2	Armc2	1.75743	1.88546	1.95118	1.70988	1.76428	1.53576	2.54131	1.94769
Armc3	Armc3	0.499649	0.636098	0.706515	0.435601	0.695838	1.35204	0.707851	0.722738
Armc4	Armc4	0.159862	0.119848	0.2404	0.185951	0.697612	0.307145	0.318223	0.619811
Armc5	Armc5	4.62355	4.06448	2.90468	3.84794	3.48999	2.0307	1.64646	3.16777
Armc6	Armc6	18.7872	17.7796	13.4376	15.9702	6.48525	4.87267	3.5106	6.54259
Armc7	Armc7	4.62258	4.52941	4.21802	5.39988	3.2979	2.43826	1.24746	3.40587
Armc8	Armc8	26.1676	32.5822	34.9267	30.7809	27.5731	27.575	31.9581	31.4933
Armc9	Armc9	11.4397	11.789	11.9696	10.9774	11.6951	11.8225	12.6513	14.2828
Armcx1	Armcx1	36.8406	43.5537	45.4459	41.8107	31.5848	35.0604	37.0902	35.2298
Armcx2	Armcx2	24.3095	25.5458	21.8462	24.0965	20.286	20.8394	21.3115	22.2406
Armcx3	Armcx3	28.6383	32.7356	38.5663	34.7494	31.2765	31.6166	35.2832	32.6068
Armcx4	Armcx4	10.9059	11.951	11.6789	11.1159	17.2659	20.5821	20.9728	18.0922
Armcx5	Armcx5	12.5905	14.265	14.4412	13.0606	11.5796	14.582	16.2004	18.3051
Armcx6	Armcx6	6.58054	6.06218	7.33625	7.34445	4.17669	5.38643	6.0654	5.37857
Arnt	Arnt	9.33041	9.7478	10.5779	9.67966	8.49216	7.97234	9.73977	9.72186
Arnt2	Arnt2	50.127	50.9397	42.2366	47.7315	35.7284	35.6107	31.8828	36.6401
Arntl	Arntl	7.03534	7.54411	8.34455	8.11236	7.64692	7.11133	7.45877	7.93737
Arntl2	Arntl2	3.27251	3.4847	3.78305	3.40674	2.39167	2.74478	3.39325	3.89207
Arpc1a	Arpc1a	142.683	145.99	139.378	140.864	39.5065	39.7675	35.4454	43.3884
Arpc1b	Arpc1b	14.3375	16.1121	9.86405	10.2039	4.67682	3.94478	2.23223	3.24662
Arpc2	Arpc2	119.166	121.064	123.829	119.267	76.6374	63.8131	41.3774	63.4025
Arpc3	Arpc3	145.064	139.878	152.695	151.834	72.7116	56.6514	36.6013	66.3359
Arpc4	Arpc4	74.2361	77.7651	67.3467	72.6447	26.7362	18.6796	14.7772	19.8415
Arpc5	Arpc5	85.2206	96.317	107.123	88.4562	28.6438	20.7558	12.8916	17.195
Arpc5l	Arpc5l	122.892	137.983	161.023	136.136	43.5923	41.1573	30.776	37.5757
Arpm1	Arpm1	1.22208	1.57128	1.34576	1.27566	0.787097	0.377615	0.419706	0.506625
Arpp19	Arpp19	35.7773	42.2547	55.2885	42.9408	31.875	29.5839	31.3575	33.0809
Arpp21	Arpp21	27.5248	29.2896	31.0057	31.7068	29.0009	28.6046	31.1419	36.3891
Arr3	Arr3	0	0.08564	0.045619	0.0384937	0	0.0773376	0.248995	0.0539594
Arrb1	Arrb1	35.6839	35.2955	31.6903	34.0407	33.7673	26.9553	28.5789	32.8864
Arrb2	Arrb2	35.3482	35.2538	27.856	31.6983	16.7435	11.9304	9.0016	17.2817
Arrdc1	Arrdc1	7.17928	6.77499	5.53524	6.07114	3.63347	4.28777	2.71231	3.5136
Arrdc2	Arrdc2	10.3438	9.56153	7.04877	8.13135	3.67918	2.88418	2.09135	3.84811
Arrdc3	Arrdc3	19.002	24.4864	26.0553	20.0696	18.6239	23.3176	21.8068	18.959
Arrdc4	Arrdc4	6.57678	6.74694	5.36572	5.22767	2.98762	2.98101	2.04545	3.42317
Arrdc5	Arrdc5	0.033326	0.0758617	0	0	0	0.156427	0	0
Arsa	Arsa	6.15707	5.83847	4.82554	6.34956	3.86222	3.77318	2.66731	4.7375
Arsb	Arsb	12.5396	12.2251	11.1618	12.1729	15.2597	20.5285	15.0596	20.3544
Arsg	Arsg	8.65676	9.75097	8.82769	9.12196	4.77153	3.81493	4.7662	3.99157
Arsi	Arsi	0.348143	0.135564	0.167303	0.0780443	0.322702	0.0835006	0.0247477	0.138527
Arsj	Arsj	0.225747	0.253048	0.283347	0.199969	0.574769	0.49729	0.432327	0.488176
Arsk	Arsk	1.58512	1.78162	1.8993	1.9611	2.14039	2.68528	3.00783	3.48892
Art1	Art1	0.0550303	0.174143	0.0188259	0.115449	0	0	0	0
Art2a-ps	Art2a-ps	0	0	0	0	0	0.233199	0	0
Art2b	Art2b	0	0	0	0	0	0	0	0
Art3	Art3	0.515328	0.275659	0.312031	0.520652	1.03587	1.35619	0.674525	0.934083
Art4	Art4	0.119932	0.0290613	0.0238723	0.109249	0.0736897	0.0883113	0.0311937	0.0979747
Art5	Art5	0	0	0	0.028362	0	0	0	0.0309826
